Alias,Mailbox,Type,Whitelisted IP Address,Inbox,Outbox,URL,Cleo Server,Customer
RRDonnelley-USBank,128004171844,AS2 Customers\RR Donnelley,['N/A'],%atlfs1%\Dispatch\RRDonnelley-USBank\Prod\Inbound\,%atlfs1%\Dispatch\RRDonnelley-USBank\Prod\Outbound\,dataexchange.syncada.com,ATL Prod,RR Donnelley - 1st Priority
RRDonnelley-UserReport,MercuryGt_DLS001,SFTP Pull/Push\RRDonnelley,['N/A'],%atlfs1%\dispatch\RRDonnelley-UserReport\Prod\Inbound\,%atlfs1%\dispatch\RRDonnelley-UserReport\Prod\Outbound\,rrdsftp.rrd.com,ATL Prod,RR Donnelley - 1st Priority
RRDonnelley-Zagg,myMailbox,FTP Pull/Push\RRDonnelley,['N/A'],%miacom1%\customerdata\RRDonnelley-ZAGG\QA\Queue\,%miacom1%\dispatch\RRDonnelley-ZAGG\Test\Outbound\,envistaftp.envistacorp.com,MIA QA,RR Donnelley - 1st Priority
RRDonnelley,RRDonnelley Push/Pull,FTP Pull/Push\RRDonnelley,['N/A'],inbox\,outbox\,ftp.rrd.com,Cary QA,RR Donnelley - 1st Priority
RRDonnelley,RRDonnelley Print Push,FTP Pull/Push\RRDonnelley,['N/A'],inbox\,outbox\,ftp.rrd.com,Cary QA,RR Donnelley - 1st Priority
RSHQ - Rush Trucking,RSHQ,AS2 Carriers,['N/A'],%com1%\Dispatch\RSHQ-RushTrucking\Prod\Inbound\,%com1%\Dispatch\RSHQ-RushTrucking\Prod\Outbound\,portal.rushtrucking.com,Cary Prod1,
RT&T (Rockfarm - BR Level) -Transplace,RTT-Transplace,FTP Pull/Push,['N/A'],%com1%\customerdata\Rockfarm-BR-Transplace-EDI\Queue\,%com1%\Dispatch\Rockfarm-RTT-Transplace\Prod\Outbound\,partner.transplace.com,Cary Prod1,Rockfarm
RTGA - Transplace,RTGA - Transplace Push/Pull,FTP Pull/Push\Rockfarm,['N/A'],%com1%\Dispatch\RTGA-Transplace\Test\Inbound\,%com1%\Dispatch\RTGA-Transplace\Test\Outbound\,carrierftp.transplace.com,Cary QA,Transplace
RWI-Intelek,ITCRWIS,FTP Pull/Push,['N/A'],%atlfs1%\customerdata\RWILogistics\Queue\,%atlfs1%\Dispatch\RWI-Intelek\Prod\Outbound\,gateway.intelektechnologies.com,ATL Prod,RWI Logistics
RWILogistics-PE,RWI-PE Push,FTP Pull/Push\PostEverywhere,['N/A'],inbox\,%com1%\dispatch\RWILogistics\PostEverywhere\,ftp.posteverywhere.com,Cary Prod1,PostEveryWhere
Ryder - Advance Auto Parts,AdvanceAutoParts_QA,AS2 Customers\Ryder,['N/A'],%com1%\customerdata\Ryder-AdvancedAutoParts\QA\Queue\,%com1%\dispatch\Ryder-AdvancedAutoParts\Test\Outbound\,205.132.9.205,Cary QA,Ryder
Ryder - Canada,Ryder - Canada Push/Pull,FTP Pull/Push\Ryder,['N/A'],%com1%\Dispatch\rydercanada\Prod\Inbound\,%com1%\Dispatch\rydercanada\Prod\Outbound\,ftp.crsalog.com,Cary Prod1,Ryder
Ryder - J R Simplot,myMailbox,AS2 Customers\Ryder,['N/A'],%com1%\CustomerData\Ryder-JRSimplot\QA\Queue\,%com1%\Dispatch\Ryder-JRSimplot\Test\Outbound\,168.218.95.170,Cary QA,Ryder
Ryder - Uniden,Uniden,AS2 Customers\Ryder,['N/A'],%com1%\dispatch\Ryder-Uniden\Test\Inbound\,%com1%\dispatch\Ryder-Uniden\Test\Outbound\,69.15.51.151,Cary QA,Ryder
Ryder Logistics,Ryder Logistics Push/Pull,FTP Pull/Push\Ryder,['N/A'],%com1%\Dispatch\RyderLogistics\Test\Inbound\,%com1%\Dispatch\RyderLogistics\Test\Outbound\,168.218.95.170,Cary QA,Ryder
Ryder MapleLeaf,myMailbox,FTP Pull/Push\Ryder,['N/A'],%com1%\CustomerData\Ryder\Queue\,%com1%\Dispatch\Ryder-MapleLeaf\Prod\Outbound\,168.218.95.173,Cary Prod1,Ryder
Ryder Syncada,MGRYDER,AS2 Customers\Ryder,['N/A'],%com1%\Dispatch\RYDR-RyderSyncada\Prod\Inbound\,%com1%\Dispatch\RYDR-RyderSyncada\Prod\Outbound\,dataexchange.syncada.com,Cary Prod1,Ryder
Ryder-BestBuy,Pull BestBuy SFTP,SFTP Pull/Push,['N/A'],inbox\,outbox\,sftp.tradinggrid.gxs.com,Cary Prod1,Ryder
Ryder-MapleLeaf,Ryder-MapleLeaf Push/Pull,FTP Pull/Push\Ryder,['N/A'],\\com1\Dispatch\Ryder-MapleLeaf\Test\Inbound\,\\com1\Dispatch\Ryder-MapleLeaf\Test\Outbound\,168.218.95.171,Cary QA,Ryder
RyderFleet,RyderFleet Push/Pull,FTP Pull/Push\Ryder,['N/A'],%com1%\dispatch\TLGR-RyderFleet\Test\Inbound\,%com1%\dispatch\TLGR-RyderFleet\Test\Outbound\,gateway.totallogistic.com,Cary QA,Ryder
SaddleCreek-FTP Carma/Transcore Push,SaddleCreek,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
SAIA (Formerly Robart Comp.) Sterling,myMailbox,FTP Pull/Push,['N/A'],%cryfs1%\Dispatch\SAIA-Sterling\Prod\Inbound\,%cryfs1%\Dispatch\SAIA-Sterling\Prod\Outbound\,209.95.232.130,Cary Prod1,SAIA Logistics (Robart Companies)
SAIA-StrategIQCommerce,myMailbox,FTP Pull/Push,['N/A'],%com1%\Dispatch\SAIA-StrategIQCommerce\Prod\Inbound\,%com1%\Dispatch\SAIA-StrategIQCommerce\Prod\Outbound\,ftp.intravex.com,Cary Prod1,SAIA Logistics (Robart Companies)
SAIA-Veraction,myMailbox,SFTP Pull/Push,['N/A'],%COM1%\Dispatch\SAIA-Veraction\Prod\Inbound\,%COM1%\Dispatch\SAIA-Veraction\Prod\Outbound\,Sftp.veraction.com,Cary Prod1,SAIA Logistics (Robart Companies)
Satellite - Trandata,Satellite - Trandata Push,FTP Pull/Push\Satellite,['N/A'],inbox\,%com1%\Dispatch\NHEN-Nighthawk\Prod\Outbound\,209.118.83.50,Cary Prod1,Satellite Logistics Group
Satellite SNSL,SNSL Push/Pull,FTP Pull/Push,['N/A'],%com1%\Dispatch\SNSL-Satellite Logistics\Prod\Inbound\,%com1%\Dispatch\SNSL-Satellite Logistics\Prod\Outbound\,tms.slg.com,Cary Prod1,Satellite Logistics Group
Schneider - American Gypsum,myMailbox,FTP Pull/Push\Schneider,['N/A'],%miacom1%\CustomerData\Schneider-Customers\AmericanGypsum\Dispatch\Inbound\,%miacom1%\CustomerData\Schneider-Customers\AmericanGypsum\Dispatch\Outbound\,test2-atl.carrierpoint.com,MIA QA,Schneider National
Schneider - Expeditors International,myMailbox,FTP Pull/Push\Schneider,['N/A'],%miacom1%\customerdata\Schneider-Customers\Expeditors\Qa\Queue\,%miacom1%\customerdata\Schneider-Customers\Expeditors\Dispatch\Outbound\,data.interasset.com,MIA QA,Schneider National
Schneider - GafCorp,myMailbox,FTP Pull/Push\Schneider,['N/A'],%miacom1%\CustomerData\Schneider-Customers\Gafcorp\QA\Queue\,%miacom1%\CustomerData\Schneider-Customers\Gafcorp\Dispatch\Outbound\,edi.carrierpoint.com,MIA QA,Schneider National
Schneider - Kuehne-Nagel (Coty),myMailbox,FTP Pull/Push\Schneider,['N/A'],%miacom1%\CustomerData\Schneider-Customers\COTY\QA\Queue\,%miacom1%\CustomerData\Schneider-Customers\COTY\Dispatch\Outbound\,ftp.kuehne-nagel.com,MIA QA,Schneider National
Schneider - VAN,myMailbox,FTP Pull/Push\Schneider,['N/A'],%miacom1%\CustomerData\Schneider-Customers\Van\Dispatch\Inbound\,%miacom1%\CustomerData\Schneider-Customers\Van\Dispatch\Outbound\,ftpnatest.sterlingcommerce.com,MIA QA,Schneider National
Schneider - WeisMarkets,Schneider,FTP Pull/Push\Schneider,['N/A'],%atlfs1%\customerdata\Schneider-Customers\WeisMarkets\Queue\,%atlfs1%\customerdata\Schneider-Customers\WeisMarkets\Dispatch\Outbound\,ftp.carrierstore.com,ATL Prod,Schneider National
Schneider - Zumiez,Schneider,FTP Pull/Push\Schneider,['N/A'],%atlfs1%\customerdata\Schneider-Customers\Zumiez\Queue\,%atlfs1%\customerdata\Schneider-Customers\Zumiez\Dispatch\Outbound\,ediftp.strategiqcommerce.com,ATL Prod,Schneider National
Schneider Ceva,myMailbox,AS2 Customers\Schneider,['N/A'],\\miacom1\CustomerData\Schneider-Ceva\QA\Queue\,\\miacom1\Dispatch\Schneider-Ceva\Test\Outbound\,as2test.stercomm.com,MIA QA,Schneider National
Schneider Customers AmSTY,Prod,AS2 Customers\Schneider,['N/A'],%atlfs1%\CustomerData\Schneider-Customers\AmSty\Dispatch\Inbound\,%atlfs1%\CustomerData\Schneider-Customers\AmSty\Dispatch\Outbound\,quickconnect.elemica.com,ATL Prod,Schneider National
Schneider Customers DOW,Prod,AS2 Customers\Schneider,['N/A'],%atlfs1%\CustomerData\Schneider-Customers\DOW\Dispatch\Inbound\,%atlfs1%\CustomerData\Schneider-Customers\DOW\Dispatch\Outbound\,quickconnect.elemica.com,ATL Prod,Schneider National
Schneider Customers Ledvance,Schneider-Ledvance,AS2 Customers\Schneider,['N/A'],%atlfs1%\CustomerData\Schneider-Customers\Ledvance\Queue\,%atlfs1%\CustomerData\Schneider-Customers\Ledvance\Dispatch\Outbound\,daedics1.sylvania.com,ATL Prod,Schneider National
Schneider Customers Osram,Schneider-Osram,AS2 Customers\Schneider,['N/A'],%atlfs1%\CustomerData\Schneider-Customers\Osram\Hold\,%atlfs1%\CustomerData\Schneider-Customers\Osram\Dispatch\Outbound\,daedics1.sylvania.com,ATL Prod,Schneider National
Schneider Customers Wholesome Sweetener,myMailbox,AS2 Customers,['N/A'],%miacom1%\CustomerData\Schneider-Customers\WholesomeSweetener\QA\Queue\,%miacom1%\CustomerData\Schneider-Customers\WholesomeSweetener\Dispatch\Outbound\,97.65.249.170,MIA QA,Schneider National
Schneider Dell,ATXPTP_TL,AS2 Customers\Schneider,['N/A'],%atlfs1%\customerdata\Schneider\Queue\hold\,%atlfs1%\Dispatch\SchneiderCustomers\Dell\Prod\Outbound\,b2bpas2.dell.com,ATL Prod,Schneider National
Schneider E2Open,E2NET,AS2 Customers\Schneider,['N/A'],\\miacom1\CustomerData\Schneider-Customers\Dell-E2Open\QA\Queue\,\\miacom1\CustomerData\Schneider-Customers\Dell-E2Open\Dispatch\Outbound\,e2net.staging.e2open.com,MIA QA,Schneider National
Schneider-Ceva,Schneider-Ceva Push/Pull,FTP Pull/Push\Schneider,['N/A'],\\miacom1\customerdata\Schneider-Ceva\QA\Queue\,\\miacom1\dispatch\Schneider-Ceva\Test\Outbound\,ftpnatest.sterlingcommerce.com,MIA QA,Schneider National
Schneider-CSXT,CSXT,FTP Pull/Push\Schneider,['N/A'],\\miacom1\customerdata\Schneider\QA2\Queue\,\\com1\dispatch\CSXO-CSXIntermodal\Test\Outbound\,ftp-b2bt.csx.com,MIA QA,Schneider National
Schneider-Customers AMSTY,Schneider-Customers AMSTY,AS2 Customers\Schneider,['N/A'],\\miacom1\CustomerData\Schneider-Customers\AmSty\Dispatch\Inbound\,\\miacom1\CustomerData\Schneider-Customers\AmSty\Dispatch\Outbound\,76.74.49.98,MIA QA,Schneider National
Schneider-Customers DOW,Schneider-Elemica-DOW,AS2 Customers\Schneider,['N/A'],\\miacom1\CustomerData\Schneider-Customers\DOW\Dispatch\Inbound\,\\miacom1\CustomerData\Schneider-Customers\DOW\Dispatch\Outbound\,76.74.49.98,MIA QA,Schneider National
Schneider-Customers Ledvance,Ledvance,AS2 Customers\Schneider,['N/A'],%miacom1%\CustomerData\Schneider-Customers\Ledvance\QA\Queue\,%miacom1%\CustomerData\Schneider-Customers\Ledvance\Dispatch\Outbound\,daedicsqa.sylvania.com,MIA QA,Schneider National
Schneider-Customers Osram,Osram,AS2 Customers\Schneider,['N/A'],%miacom1%\CustomerData\Schneider-Customers\Osram\QA\Hold\,%miacom1%\CustomerData\Schneider-Customers\Osram\Dispatch\Outbound\,daedicsqa.sylvania.com,MIA QA,Schneider National
Schneider-Freeport,cpoint_6f8,FTP Pull/Push\Schneider,['N/A'],%miacom1%\CustomerData\Schneider-Customers\Freeport\QA\Queue\,%miacom1%\CustomerData\Schneider-Customers\Freeport\Dispatch\Outbound\,carrierpoint.com,MIA QA,Schneider National
Schneider-JSonic,JSonic,FTP Pull/Push\Schneider,['N/A'],%miacom1%\customerdata\Schneider-Customers\Jsonic\Dispatch\Inbound\,%miacom1%\customerdata\Schneider-Customers\Jsonic\Dispatch\Outbound\,ftp.commport.ca,MIA QA,Schneider National
Schneider-Posteverywhere,Schneider-Posteverywhere Push,FTP Pull/Push\PostEverywhere,['N/A'],inbox\,%atlfs1%\Dispatch\SchneiderLog\Prod\Outbound\PostEverywhere\,ftp.posteverywhere.com,ATL Prod,PostEveryWhere
Schneider-RiteAid Manhattan,RAOMTEST,AS2 Customers\Schneider,['N/A'],%miacom1%\CustomerData\Schneider-Customers\RiteAid-Manhatten\QA\Queue,%miacom1%\CustomerData\Schneider-Customers\RiteAid-Manhatten\Dispatch\Outbound,tntest.logistics.com,MIA QA,Schneider National
Schneider-SMNN,SMNN RECEIVE,FTP Pull/Push\Schneider,['N/A'],\\miacom1\customerdata\Schneider\QA2\Queue\,%com1%\Dispatch\SMNN-StreamlineInc\Test\Outbound\,FTP.TRANSENTRIC.COM,Cary QA,Schneider National
Schneider-SMNN,SMNN SEND,FTP Pull/Push\Schneider,['N/A'],\\miacom1\customerdata\Schneider\QA2\Queue\,%com1%\Dispatch\SMNN-StreamlineInc\Test\Outbound\,FTP.TRANSENTRIC.COM,Cary QA,Schneider National
Schneider-SYIS,SYIS,FTP Pull/Push\Schneider,['N/A'],%atlfs1%\dispatch\SYIS-SynchronetIntermodal\Prod\Inbound\,%atlfs1%\dispatch\SYIS-SynchronetIntermodal\Prod\Outbound\,ftp-scn.synchronetmarine.com,ATL Prod,Schneider National
Schneider-Weiss-Kuebix,myMailbox,FTP Pull/Push\Schneider,['N/A'],%miacom1%\CustomerData\Schneider-Customers\WeisMarkets\QA\Queue\,%miacom1%\CustomerData\Schneider-Customers\WeisMarkets\Dispatch\Outbound\,ftp.carrierstore.com,MIA QA,Schneider National
SchoolSpeciality-TransInternational,SchoolSpeciality,FTP Pull/Push,['N/A'],inbox\,%atlfs1%\dispatch\SchoolSpeciality-TransInternational\Prod\Outbound\,ftp.ticominc.com,ATL Prod,School Specialty
SCMLLogistics-LouisvilleLadder,myMailbox,FTP Pull/Push,['N/A'],%COM1%\Dispatch\SCMLLogistics-LouisvilleLadder\Prod\Inbound\,%COM1%\Dispatch\SCMLLogistics-LouisvilleLadder\Prod\Outbound\,ftp.cuprum.com,Cary Prod1,SCML Logistics
Sephora,logstr_sephora,FTP Pull/Push,['N/A'],%atlfs1%\Dispatch\Sephora\Prod\Inbound\,%atlfs1%\Dispatch\Sephora\Prod\Outbound\EDI204\,ftp.3plsystemscloud.com,ATL Prod,Sephora
Shale Inland,Shale Inland,FTP Pull/Push,['N/A'],%com1%\Dispatch\Shale-Inland\Prod\Inbound\,%com1%\Dispatch\Shale-Inland\Prod\Outbound\,tp1.forestexpress.com,Cary Prod1,Shale Inland
SheeerTRans Solutions Bai,Bai,SFTP Pull/Push,['N/A'],%miacom1%\CustomerData\SheerTransSolutions-Bai\QA\Queue\,%miacom1%\dispatch\SheerTransSolutions-Bai\Test\Outbound\,199.193.194.181,MIA QA,SheerTrans Solutions (Integra)
SheeerTRans Solutions Toray,Toray,SFTP Pull/Push,['N/A'],%miacom1%\CustomerData\SheerTransSolutions-Torayi\QA\Queue\,%miacom1%\dispatch\SheerTransSolutions-Toray\Test\Outbound\,199.193.194.181,MIA QA,SheerTrans Solutions (Integra)
SheerTrans Activities,SheerTrans,SFTP Pull/Push\SheerTrans,['N/A'],%atlfs1%\CustomerData\SheerTransSolutions\Queue\,%atlfs1%\Dispatch\SheerTranSolutions\Prod\Outbound\,199.193.194.181,ATL Prod,TransAct
SheerTrans Solutions-Bai,SheerTrans,SFTP Pull/Push\SheerTrans,['N/A'],%atlfs1%\CustomerData\SheerTransSolutions-Bai\Queue\,%atlfs1%\Dispatch\SheerTranSolutions-Bai\Prod\Outbound\,199.193.194.181,ATL Prod,SheerTrans Solutions (Integra)
SheerTrans Solutions-Toray,Toray,SFTP Pull/Push\SheerTrans,['N/A'],%atlfs1%\CustomerData\SheerTransSolutions-Toray\Queue\,%atlfs1%\Dispatch\SheerTranSolutions-Toray\Prod\Outbound\,199.193.194.181,ATL Prod,SheerTrans Solutions (Integra)
SheerTransSolutions-DataWarehouse,SheerTrans,SFTP Pull/Push,['N/A'],%miacom1%\CustomerData\Integra\QA\Queue\,%miacom1%\Dispatch\IntegraLogSvcs\Test\Outbound\DW\,199.193.194.181,MIA QA,SheerTrans Solutions (Integra)
SheerTransSolutions-LOrealCanda,SheerTrans,SFTP Pull/Push\SheerTrans,['N/A'],%atlfs1%\CustomerData\SheerTransSolutions-LOrealCanda\Queue\,%atlfs1%\dispatch\SheerTransSolutions-LOrealCanda\Prod\Outbound\,199.193.194.181,ATL Prod,SheerTrans Solutions (Integra)
SHIPTRANSP-PE,SHIPTRANSP-PE Push,FTP Pull/Push\PostEverywhere,['N/A'],inbox\,%com1%\CustomerData\ShipTransportal\Queue\outbound\PostEvery\,ftp.posteverywhere.com,Cary Prod1,PostEveryWhere
ShipTransportal-Smuckers,089254790003T,AS2 Customers,['N/A'],%miacom1%\CustomerData\ShipTransportal\QA\Queue\,%miacom1%\dispatch\ShipTransportal-Smuckers\Test\Outbound\,ediqa.jmsmucker.net,MIA QA,Ship Transportal
Siemens 210,Siemens 210 Push,FTP Pull/Push,['N/A'],inbox\,%com1%\Data\MG\Data\Siemens\Queue\Outbound\210\,ftp.ipsww.com,Cary Prod1,Siemens Power
Siemens-Cass,AS2CassTest,AS2 Customers,['N/A'],%miacom1%\customerdata\Siemens\QA\Queue\,%miacom1%\dispatch\Siemens-Cass\Test\Outbound\,CassProductionAS2.CassInfo.Com,MIA QA,Siemens Power
Siemens,SFTP,SFTP Pull/Push,['N/A'],inbox\,outbox\,sftp.powergeneration.siemens.com,Cary Prod1,Siemens Power
Siemens,Siemens-SAP,SFTP Pull/Push,['N/A'],inbox\,outbox\,sftp.powergeneration.siemens.com,Cary Prod1,Siemens Power
SLHO,myMailbox,AS2 Carriers,['N/A'],%com1%\Dispatch\SLHO-SLHTransport\Test\Inbound\,%com1%\Dispatch\SLHO-SLHTransport\Test\Outbound\,as2.gateway.inovisworks.net,Cary QA,
SMA Solar  - DHL,myMailbox,FTP Pull/Push,['N/A'],%miacom1%\dispatch\SMASolar-DHL\Test\Inbound\,%miacom1%\dispatch\SMASolar-DHL\Test\Outbound\,ftp3.dhl.com,MIA QA,SMA Solar Technology
SMA Solar - DHL,SMA Solar,FTP Pull/Push,['N/A'],%atlfs1%\Dispatch\SMASolar\Prod\Inbound\tomap\,%atlfs1%\dispatch\SMASolar-DHL\Prod\Outbound\,ftp3.dhl.com,ATL Prod,SMA Solar Technology
SMA Solar,SMA Solar,SFTP Pull/Push,['N/A'],%atlfs1%\customerdata\SMASolar\Queue\,%atlfs1%\dispatch\SMASolar\Test\Outbound\,secureft.sma.de,ATL Prod,SMA Solar Technology
Southeastern Freight Lines-FTP Push,Southeastern Freight Lines,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
Spartan Logistics-FTP Push,Spartan Logistics,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,ftp.dat.com,ATL Prod,Transcore
Steinmart,JDE,SFTP Pull/Push,['N/A'],F:\,F:\,74.113.143.219,Cary Prod1,Steinmart
Steinmart,ShipmentStatus,SFTP Pull/Push,['N/A'],F:\,F:\,74.113.143.219,Cary Prod1,Steinmart
Steinmart,Transport,SFTP Pull/Push,['N/A'],F:\,F:\,74.113.143.219,Cary Prod1,Steinmart
Steinmart,CarrierStatus,SFTP Pull/Push,['N/A'],F:\,F:\,74.113.143.219,Cary Prod1,Steinmart
STVG-StriveLogistics,Strive Logistics (STVG),AS2 Carriers,['N/A'],%com1%\Dispatch\STVG-StriveLogistics\Prod\Inbound\,%com1%\Dispatch\STVG-StriveLogistics\Prod\Outbound\,edias2.strivelogistics.com,Cary Prod1,Strive Logistics
SunteckBrokerage-PE,SunteckBrokerage-PE Push,FTP Pull/Push\PostEverywhere,['N/A'],inbox\,%com1%\Dispatch\SunteckBrokerage\PostEverywhere\,ftp.posteverywhere.com,Cary Prod1,PostEveryWhere
Superior Global Logistics,Superior Global Logistics,FTP Pull/Push,['N/A'],%atlfs1%\CustomerData\SuperiorGlobal\Queue\,%atlfs1%\dispatch\SuperiorGlobalLogistics\Prod\Outbound\,engftp.finelite.com,ATL Prod,Superior Global Logistics
SupplyChainCoach - CytoSport ShipStatus,SCC CytoSport ShipmentStatus Push,FTP Pull/Push\SupplyChainCoach,['N/A'],inbox\,%com1%\Dispatch\SupplyChainCoach\Prod\Outbound\CytoSport\ShipmentStatus\,166.78.145.65,Cary Prod1,Supply Chain Solutions
SupplyChainCoach - CytoSport,SCC CytoSport Push,FTP Pull/Push\SupplyChainCoach,['N/A'],inbox\,%com1%\Dispatch\SupplyChainCoach\Prod\Outbound\CytoSport\,glass02.supplychaincoach.com,Cary Prod1,Supply Chain Solutions
SupplyChainCoach - ELHC,SupplyChainCoach - ELHC Push,FTP Pull/Push\SupplyChainCoach,['N/A'],inbox\,%com1%\Dispatch\SupplyChainCoach\Prod\Outbound\,23.253.64.34,Cary Prod1,Supply Chain Solutions
SupplyChainCoach - OSH,SCC OSH Push,FTP Pull/Push\SupplyChainCoach,['N/A'],inbox\,%com1%\Dispatch\SupplyChainCoach\Prod\Outbound\OSH\,glass03.supplychaincoach.com,Cary Prod1,Supply Chain Solutions
SwiftLogistics,myMailbox,AS2 Customers,['N/A'],\\miacom1\CustomerData\SwiftLogistics\QA\Queue\,\\miacom1\Dispatch\SwiftLogistics\Test\Outbound\,199.79.29.52,MIA QA,Swifttrans
syis,myMailbox,FTP Pull/Push,['N/A'],%COM1%\Dispatch\SYIS-SynchronetIntermodal\Prod\Inbound\,%COM1%\Dispatch\SYIS-SynchronetIntermodal\Prod\Outbound\,ftp-IDS.synchronet.co,Cary Prod1,
Syncada Comprehensive Logistics USBANK,128004171844,AS2 Customers\Syncada,['N/A'],%com1%\dispatch\ComprehensiveLogistics-USBank\Prod\Inbound\,%com1%\dispatch\ComprehensiveLogistics-USBank\Prod\Outbound\,dataexchange.syncada.com,Cary Prod1,Comprehensive Logistics (CLI)
Syncreon EMEA - SJEL,myMailbox,AS2 Customers,['N/A'],\\com1\Dispatch\SJEL-SanJoseLopez\Test\Inbound\,\\com1\Dispatch\SJEL-SanJoseLopez\Test\Outbound\,easerver.sedeb2b.com,Cary QA,Syncreon
Syncreon Emea -Gondrand,myMailbox,FTP Pull/Push,['N/A'],inbox\,%com1%\dispatch\GONDRA-GondrandLogistics\Prod\Outbound\,ftp.gondrand-logistics.com,Cary Prod1,Syncreon
Syncreon-Dachser,Syncreon,FTP Pull/Push,['N/A'],%atlfs1%\dispatch\Dachser\Prod\Inbound\tomap\,%atlfs1%\dispatch\Dachser\Prod\Outbound\,myftp.dachser.com,ATL Prod,Syncreon
Syncreon-North America-NA-FTP Push,Syncreon-North America,FTP Pull/Push\Transcore,['N/A'],F:\,F:\,na-ftp.dat.com,ATL Prod,Transcore
T2Supply,T2Supply Push/Pull,FTP Pull/Push,['N/A'],%com1%\Dispatch\T2Supply\Prod\Inbound\,%com1%\Dispatch\T2Supply\Prod\Outbound\,ftp.t2-scs.com,Cary Prod1,Keystone (formerly T2 Supply Chain)
TALog-SMNN,TALog,FTP Pull/Push,['N/A'],%atlfs1%\customerdata\TransAmericanLogistics\Queue\,%atlfs1%\Dispatch\TransAmericanLogistics-SMNN\Prod\Outbound\,ftp.transentric.com,ATL Prod,Trans American Logistics
tarisoga - Ocean Schedule,myMailbox,FTP Pull/Push\Ocean Schedule,['N/A'],%com1%\CustomerData\OceanSchedule\Queue\Temp_Do_Not_Delete\,outbox\,ftp.tarisoga.com,Cary Prod1,
TBB,TBB,FTP Pull/Push,['N/A'],%atlfs1%\Dispatch\TBBGlobalLogistics\Prod\Inbound\,%atlfs1%\Dispatch\TBBGlobalLogistics\Prod\Outbound\,ftp.tbbgl.com,ATL Prod,TBB Global Logistics
Technicolor - Ahold,myMailbox,FTP Pull/Push\Technicolor,['N/A'],\\cryfs1\customerdata\Technicolor-Ahold\Qa\Queue\,\\cryfs1\Dispatch\Technicolor-Ahold\Test\Outbound\,ftp.carrierstore.com,Cary QA,Technicolor USA
Technicolor Global,myMailbox,FTP Pull/Push\Technicolor,['N/A'],%com1%\Dispatch\Technicolor\Prod\Inbound\,%com1%\Dispatch\Technicolor\Prod\Outbound\,goldftp.technicolor.com,Cary QA,Technicolor USA
Technicolor-AdvanceAutoParts 210,Technicolor,FTP Pull/Push\Technicolor,['N/A'],%atlfs1%\CustomerData\Technicolor\Queue\,%atlfs1%\Dispatch\Technicolor-AdvanceAutoParts\Prod\Outbound\210\,ftp.waionline.com,ATL Prod,Technicolor USA
Technicolor-AdvanceAutoParts Push,Technicolor,SFTP Pull/Push,['N/A'],%atlfs1%\Dispatch\Technicolor-AdvanceAutoParts\Prod\Inbound\,%atlfs1%\Dispatch\Technicolor-AdvanceAutoParts\Prod\Outbound\,si-web.advanceautoparts.com,ATL Prod,Technicolor USA
Technicolor-Ahold,Technicolor,FTP Pull/Push\Technicolor,['N/A'],%atlfs1%\Customerdata\Technicolor-Ahold\Queue\,%atlfs1%\Dispatch\Technicolor-Ahold\Prod\Outbound\,ftp.carrierstore.com,ATL Prod,Technicolor USA
Technicolor-CTSI (Pull),CTSI Technicolor Pull,FTP Pull/Push\Technicolor,['N/A'],%com1%\dispatch\CTSI - Technicolor\Prod\Inbound\,outbox\,ftp.contraf.com,Cary Prod1,Technicolor USA
Technicolor-CTSI (Push),CTSI Technicolor Push,FTP Pull/Push\Technicolor,['N/A'],inbox\,%com1%\dispatch\CTSI - Technicolor\Prod\Outbound\,ftp.ctsi-global.com,Cary Prod1,Technicolor USA
Technicolor-Incipio 210 Push,Technicolor,FTP Pull/Push\Technicolor,['N/A'],inbox\,%atlfs1%\Dispatch\Technicolor-Incipio\Prod\Outbound\210\,ftp.shipserver.com,ATL Prod,Technicolor USA
Technicolor-LPS,myMailbox,FTP Pull/Push,['N/A'],%com1%\customerdata\Technicolor\QA\Queue\,%com1%\Dispatch\Technicolor-LPS\Test\Outbound\,ftp.shiplps.com,Cary QA,Technicolor USA
Technicolor-Menlo,myMailbox,SFTP Pull/Push,['N/A'],\\cryfs1\dispatch\Technicolor-Menlo\Test\Inbound\,\\cryfs1\dispatch\Technicolor-Menlo\Test\Outbound\,sftp-etstst.con-way.com,Cary QA,Technicolor USA
Technicolor-Pepsi,Technicolor,FTP Pull/Push,['N/A'],%atlfs1%\customerdata\Technicolor\Queue\,%atlfs1%\Dispatch\Technicolor-Pepsi\Prod\Outbound\,FTP.CASSINFO.COM,ATL Prod,Technicolor USA
Technicolor-Ryder,Technicolor-Covestro,SFTP Pull/Push,['N/A'],%atlfs1%\CustomerData\Technicolor\Queue\,%atlfs1%\Dispatch\Technicolor-Ryder\Prod\Outbound\,168.218.95.172,ATL Prod,Ryder
Technicolor-Transportation Insight,My Mailbox,FTP Pull/Push\Technicolor,['N/A'],%atlfs1%\dispatch\Technicolor-TI\Prod\Inbound\,%atlfs1%\dispatch\Technicolor-TI\Prod\Outbound\,dx.t-insight.com,ATL Prod,Technicolor USA
